"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,54.078113,-376.106639
10.775193,52.965042,-372.574331
11.550386,50.890608,-363.378597
12.325579,49.532042,-352.576265
13.100772,48.616507,-340.973955
13.875965,47.907168,-327.473371
14.651158,46.394998,-313.395258
15.426351,45.645481,-299.212856
16.201544,45.772720,-286.228941
16.976737,46.430150,-273.519452
17.751930,46.361726,-261.050267
18.527123,46.330195,-249.893751
19.302316,47.146157,-239.590860
20.077509,47.538025,-230.678120
20.852702,47.514149,-222.792794
21.627895,38.072723,-215.503623
22.403088,37.123492,-207.372378
23.178281,36.224964,-199.413474
23.953474,35.310329,-191.476200
24.728667,34.822027,-183.743598
25.503860,34.474127,-175.987237
26.279053,34.759269,-169.069935
27.054246,34.354286,-162.164566
27.829439,34.420004,-155.353922
28.604632,34.376610,-149.190866
29.379825,34.839233,-142.723232
30.155018,35.075666,-136.719716
30.930211,35.351851,-130.937840
31.705404,35.754145,-125.189065
32.480597,36.353526,-119.601990
33.255790,36.768889,-113.966463
34.030983,37.296555,-108.362210
34.806176,37.880688,-102.531542
35.581369,39.072072,-96.344751
36.356562,40.627530,-90.311743
37.131755,42.560173,-84.059477
37.906948,44.776311,-77.945126
38.682141,47.685838,-72.011537
39.457334,50.942275,-66.180936
40.232527,54.683175,-60.044239
41.007720,58.677739,-53.817141
41.782913,64.253540,-47.845643
42.558106,70.881549,-42.310336
43.333299,79.305095,-38.636236
44.108492,87.915138,-36.607287
44.883685,96.471471,-36.954236
45.658878,103.908114,-39.884133
46.434071,109.935285,-44.432702
47.209264,113.693216,-49.989405
47.984457,114.864367,-55.512933
48.759650,113.688647,-59.977070
49.534843,111.639255,-62.463851
50.310036,108.608431,-62.631937
51.085229,106.967626,-61.515298
51.860422,105.431888,-57.999808
52.635615,105.610287,-54.000074
53.410808,107.249184,-48.090335
54.186001,111.351826,-42.433614
54.961194,118.668433,-37.396210
55.736387,127.836002,-33.705786
56.511580,138.478886,-33.519055
57.286773,150.036366,-36.544980
58.061966,161.049871,-42.147910
58.837159,172.023136,-50.587790
59.612352,180.716089,-60.698196
60.387545,187.507439,-74.058185
61.162738,191.143183,-88.825465
61.937931,191.067853,-104.629120
62.713124,189.028866,-119.508983
63.488317,182.971442,-133.040153
64.263510,175.763195,-145.121403
65.038703,166.846040,-155.308572
65.813896,157.521044,-163.098103
66.589089,146.426561,-169.571336
67.364282,135.718264,-173.641237
68.139475,125.078211,-176.332240
68.914668,115.762486,-176.765743
69.689861,106.548104,-176.569710
70.465054,97.758042,-175.691463
71.240247,89.678813,-173.495978
72.015440,82.530362,-170.618005
72.790633,76.460172,-167.010915
73.565826,71.785891,-163.587592
74.341019,67.815579,-159.341072
75.116212,64.612969,-155.665263
75.891405,62.893006,-152.554029
76.666598,61.693406,-149.379194
77.441791,60.351852,-147.889535
78.216984,59.060970,-146.583648
78.992177,57.070491,-146.192016
79.767370,55.002022,-145.507281
80.542563,52.505712,-144.917993
81.317756,49.687080,-143.366372
82.092949,46.852802,-142.133051
82.868142,43.997078,-140.508402
83.643335,41.421973,-138.494372
84.418528,38.717363,-136.565774
85.193721,36.203061,-134.374329
85.968914,33.914045,-132.257870
