"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,49.966943,-571.802413
10.775193,41.716498,-563.112260
11.550386,36.680277,-551.697158
12.325579,30.481749,-536.516589
13.100772,26.597591,-516.392291
13.875965,23.649985,-496.491971
14.651158,21.375557,-476.711644
15.426351,18.450768,-457.499475
16.201544,17.672026,-438.193556
16.976737,16.366097,-417.998991
17.751930,17.188002,-399.538186
18.527123,15.950683,-382.529395
19.302316,15.842605,-365.947258
20.077509,14.715209,-350.837435
20.852702,13.267141,-336.675572
21.627895,11.644842,-323.336387
22.403088,10.747432,-309.954654
23.178281,9.727523,-296.974367
23.953474,8.912485,-284.995188
24.728667,7.677097,-274.058215
25.503860,6.688619,-263.385207
26.279053,6.797741,-253.763873
27.054246,6.667022,-244.503622
27.829439,6.016814,-235.843997
28.604632,6.038497,-227.715816
29.379825,6.369446,-219.904099
30.155018,6.615235,-211.785603
30.930211,6.616410,-204.038183
31.705404,7.258518,-196.938970
32.480597,7.714968,-189.815020
33.255790,8.453968,-182.770731
34.030983,8.734394,-175.896398
34.806176,10.131445,-169.386662
35.581369,11.279685,-162.879774
36.356562,13.213101,-156.292579
37.131755,15.071105,-149.777600
37.906948,18.114843,-143.637880
38.682141,21.053140,-137.873636
39.457334,25.041739,-131.971218
40.232527,29.112849,-126.552473
41.007720,34.084908,-122.357529
41.782913,39.363606,-118.479468
42.558106,45.122881,-115.750541
43.333299,51.468642,-113.858223
44.108492,57.269826,-113.409347
44.883685,62.591074,-114.332048
45.658878,67.246510,-116.966678
46.434071,70.318179,-121.752421
47.209264,71.678779,-127.024866
47.984457,68.373614,-132.330490
48.759650,62.786535,-135.761615
49.534843,56.395121,-135.874921
50.310036,51.029897,-133.790343
51.085229,46.607021,-129.587248
51.860422,43.673276,-124.503492
52.635615,41.911032,-118.581173
53.410808,42.030251,-112.176463
54.186001,44.323455,-105.049095
54.961194,48.785429,-99.700390
55.736387,55.871731,-94.785322
56.511580,62.383894,-94.102767
57.286773,69.191142,-95.850451
58.061966,73.216208,-98.996396
58.837159,76.655724,-102.938836
59.612352,78.590063,-106.617338
60.387545,79.463190,-110.887726
61.162738,79.555165,-114.955452
61.937931,78.424084,-119.630140
62.713124,76.883471,-123.961707
63.488317,73.735208,-127.999755
64.263510,70.057382,-131.171983
65.038703,65.290542,-133.895549
65.813896,60.670722,-135.629627
66.589089,55.084960,-136.672097
67.364282,49.677398,-136.428604
68.139475,44.527565,-135.081766
68.914668,39.623984,-132.616791
69.689861,35.680520,-129.491487
70.465054,32.411595,-125.746668
71.240247,30.033020,-121.604796
72.015440,28.642341,-117.300714
72.790633,28.302241,-113.053127
73.565826,28.274810,-109.098824
74.341019,29.369677,-105.749535
75.116212,30.240016,-102.453164
75.891405,31.847501,-100.086060
76.666598,33.365383,-97.508563
77.441791,35.385388,-96.557062
78.216984,37.542212,-95.251592
78.992177,38.978734,-96.207296
79.767370,40.403330,-96.228529
80.542563,40.487036,-97.798630
81.317756,40.869292,-98.575248
82.092949,39.528751,-100.071427
82.868142,38.837550,-100.800716
83.643335,37.244906,-101.235897
84.418528,36.410812,-101.220816
85.193721,34.806113,-101.262197
85.968914,33.654900,-101.312578
86.744107,31.544788,-101.052942
87.519300,30.044169,-100.719001
88.294493,27.892417,-99.880015
89.069686,26.319315,-99.139847
89.844879,24.707901,-97.732916
90.620072,23.179995,-96.490552
91.395265,21.729533,-94.665415
92.170458,20.563596,-93.160907
92.945651,19.586491,-91.328825
93.720844,19.074765,-89.657199
94.496037,18.493156,-87.739921
95.271230,17.884443,-86.108579
96.046423,17.388745,-84.390555
96.821616,16.889970,-82.899509
97.596809,16.460202,-81.159235
98.372002,15.970409,-79.504559
99.147195,15.803385,-77.434028
99.922388,15.736780,-75.511671
100.697581,15.688317,-73.445259
101.472774,15.638027,-71.704535
102.247967,15.737436,-69.741270
103.023160,15.868976,-67.887088
103.798353,16.120706,-65.798052
104.573546,16.353828,-63.727429
105.348739,16.995718,-61.352862
106.123932,17.518211,-59.329215
106.899125,18.555201,-57.087282
107.674318,19.439309,-55.012788
108.449511,21.025553,-52.908265
109.224704,22.637045,-51.097612
109.999897,24.866323,-49.704780
110.775090,26.991093,-48.509765
111.550283,29.544790,-48.263218
112.325476,31.707643,-48.685896
113.100669,33.644400,-49.972700
113.875862,34.745536,-51.530080
114.651055,35.325539,-53.307790
115.426248,35.368193,-54.840082
116.201441,34.895970,-55.859689
116.976634,34.149426,-56.361404
117.751827,33.373960,-56.482572
118.527020,32.453379,-56.132637
119.302213,31.791816,-55.480121
120.077406,31.331271,-54.355393
120.852599,31.250560,-53.175004
121.627792,31.332739,-51.917902
122.402985,32.202873,-50.836219
123.178178,33.113015,-49.816166
123.953371,34.296960,-49.494113
124.728564,35.203013,-49.348353
125.503757,36.057455,-49.613389
126.278950,36.487604,-49.728278
127.054143,36.989815,-50.159720
127.829336,37.101490,-50.206004
128.604529,37.240831,-50.288959
129.379722,37.311280,-49.782651
130.154915,37.856077,-49.576257
130.930108,38.593534,-49.020954
131.705301,39.718730,-49.058287
132.480494,40.940663,-49.291872
133.255687,42.050355,-50.485412
134.030880,43.020687,-51.566272
134.806073,43.385050,-53.245553
135.581266,43.544048,-54.553931
136.356459,43.151344,-56.160209
137.131652,42.780523,-57.655131
137.906845,41.947714,-59.085436
138.682038,41.071621,-60.222025
139.457231,39.788906,-61.125899
140.232424,38.584578,-61.833690
141.007617,37.092631,-62.342723
141.782810,35.771950,-62.279858
142.558003,34.575108,-62.172470
143.333196,33.348732,-61.971494
144.108389,32.365128,-61.761405
144.883582,31.290100,-61.260781
145.658775,30.277111,-60.666665
146.433968,29.277817,-59.885208
147.209161,28.516962,-59.209874
147.984354,27.642136,-58.300122
148.759547,27.056636,-57.546533
149.534740,26.424133,-56.361239
150.309933,26.004984,-55.483665
151.085126,25.626520,-54.244679
151.860319,25.273374,-53.518475
152.635512,25.140483,-52.229119
153.410705,24.967064,-51.456436
154.185898,25.123817,-50.397789
154.961091,25.094267,-49.821105
155.736284,25.438216,-48.889690
156.511477,25.326233,-48.238408
157.286670,25.991257,-47.616063
158.061863,25.931040,-47.005215
158.837056,26.355344,-46.674956
159.612249,26.352164,-46.117457
160.387442,26.898044,-46.069092
161.162635,27.101896,-45.401623
161.937828,27.679215,-45.489679
162.713021,28.122327,-45.096172
163.488214,28.460495,-45.414495
164.263407,29.055584,-45.365986
165.038600,29.363224,-45.974713
165.813793,29.594534,-46.550050
166.588986,29.534367,-47.240904
167.364179,29.656207,-47.746861
168.139372,29.441612,-48.220065
168.914565,29.211987,-48.862162
169.689758,28.717373,-49.380472
170.464951,28.328655,-49.744637
171.240144,27.665112,-49.894384
172.015337,27.150548,-50.196335
172.790530,26.593724,-50.275941
173.565723,26.023114,-50.404240
174.340916,25.359119,-50.428526
175.116109,24.880868,-50.494309
175.891302,24.220407,-50.597668
176.666495,23.595071,-50.506817
177.441688,22.906698,-50.355644
178.216881,22.360073,-50.149100
178.992074,21.579003,-49.964206
179.767267,21.000492,-49.658727
180.542460,20.310062,-49.256944
181.317653,19.652885,-48.748446
182.092846,18.951086,-48.347171
182.868039,18.385694,-47.993301
183.643232,17.753970,-47.463285
184.418425,17.139854,-46.917914
185.193618,16.681822,-46.497999
185.968811,16.221900,-45.987064
186.744004,15.806448,-45.466248
187.519197,15.413242,-44.842652
188.294390,15.094185,-44.281574
189.069583,14.703094,-43.794040
189.844776,14.346214,-43.247428
190.619969,14.061976,-42.743559
191.395162,13.749222,-42.175260
192.170355,13.506328,-41.721057
192.945548,13.250325,-41.240108
193.720741,13.013681,-40.719491
194.495934,12.852839,-40.154622
195.271127,12.701759,-39.697122
196.046320,12.478933,-39.196639
196.821513,12.280237,-38.677923
197.596706,12.175801,-38.205418
198.371899,12.016644,-37.679427
199.147092,11.951951,-37.196131
199.922285,11.850764,-36.691850
200.697478,11.787689,-36.181052
201.472671,11.676602,-35.735698
202.247864,11.674629,-35.242296
203.023057,11.657415,-34.812905
203.798250,11.594345,-34.343430
204.573443,11.584531,-33.921047
205.348636,11.497257,-33.500022
206.123829,11.454338,-33.089776
206.899022,12.468311,-35.513014
207.674215,12.354287,-34.958740
208.449408,12.238927,-34.552311
209.224601,12.171415,-34.207351
210.000000,12.171415,-34.207351
