"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,0.000000,-712.542074
10.775193,0.000000,-699.099888
11.550386,0.000000,-679.869931
12.325579,0.000000,-659.523550
13.100772,0.000000,-632.304612
13.875965,0.000000,-605.275249
14.651158,0.000003,-579.028626
15.426351,0.000029,-552.428593
16.201544,0.000019,-528.542159
16.976737,0.000034,-503.818851
17.751930,0.000007,-481.100109
18.527123,0.000000,-461.087265
19.302316,0.000000,-441.925376
20.077509,0.000000,-422.833185
20.852702,0.000000,-405.786389
21.627895,0.000000,-389.406668
22.403088,0.000000,-374.099015
23.178281,0.000000,-358.853637
23.953474,0.000000,-344.882911
24.728667,0.000000,-333.118190
25.503860,0.000000,-320.818993
26.279053,0.000000,-310.496218
27.054246,0.000000,-300.241416
27.829439,0.000000,-289.972059
28.604632,0.000000,-280.928619
29.379825,0.000000,-271.842084
30.155018,0.000000,-263.337418
30.930211,0.000000,-255.151129
31.705404,0.000000,-248.136073
32.480597,0.000000,-241.467618
33.255790,0.000000,-234.616551
34.030983,0.000000,-228.387175
34.806176,0.000005,-222.772397
35.581369,0.000000,-217.285688
36.356562,0.000000,-212.169181
37.131755,0.000000,-206.448237
37.906948,0.000005,-201.117851
38.682141,0.000000,-195.721171
39.457334,0.000009,-190.504334
40.232527,0.000012,-185.488695
41.007720,0.000012,-180.218851
41.782913,0.000014,-175.422415
42.558106,0.046474,-170.929825
43.333299,0.997628,-166.958922
44.108492,2.445777,-163.304535
44.883685,4.547957,-160.704910
45.658878,5.982065,-159.050386
46.434071,6.732538,-157.932235
47.209264,7.461868,-156.588116
47.984457,7.372731,-155.045442
48.759650,6.861948,-154.028872
49.534843,6.062753,-152.606634
50.310036,5.133596,-150.745988
51.085229,4.131294,-148.203547
51.860422,3.305034,-145.322943
52.635615,2.644028,-142.223996
53.410808,2.185692,-139.082044
54.186001,2.085265,-135.973367
54.961194,1.796122,-132.349415
55.736387,2.521014,-128.093304
56.511580,3.977662,-123.729492
57.286773,6.617705,-119.731044
58.061966,10.618867,-116.859192
58.837159,15.020503,-115.811870
59.612352,18.538060,-116.584985
60.387545,20.438222,-118.195991
61.162738,20.790170,-119.666378
61.937931,20.412369,-120.877351
62.713124,19.411244,-121.664898
63.488317,18.265600,-121.924337
64.263510,16.773965,-121.723008
65.038703,15.321438,-121.172065
65.813896,13.766489,-120.204105
66.589089,12.204739,-118.944039
67.364282,10.963358,-116.869220
68.139475,9.999624,-115.201100
68.914668,8.900963,-113.082820
69.689861,8.186638,-111.165985
70.465054,7.649554,-109.458730
71.240247,7.113720,-107.244112
72.015440,6.891213,-105.195479
72.790633,6.853550,-103.329222
73.565826,6.961878,-101.376687
74.341019,7.102235,-99.473822
75.116212,7.100224,-97.804048
75.891405,7.326230,-96.325677
76.666598,1.475582,-104.449523
77.441791,1.460165,-102.546615
78.216984,1.576383,-100.793462
78.992177,1.645632,-99.033024
79.767370,1.847683,-97.381168
80.542563,1.857541,-95.642792
