Filename-->,
Mode/Unit-->,
Int.time[ms]-->,"8,949110984802246"
NrOfAverages-->,56
Smoothing-->,0
"Wavelength [nm]",
"144,840393066406","297,63893520893157"
"145,14670117603774","247,33766810084933"
"145,4530044943332","289,08658574100343"
"145,75930301941747","235,1931067397441"
"146,0655967494157","294,6041219831633"
"146,37188568245304","211,1405469641611"
"146,6781698166546","306,2470280770335"
"146,98444915014542","232,569591585218"
"147,2907236810507","275,8194374803776"
"147,59699340749555","209,1576789076662"
"147,90325832760507","259,3546894515704"
"148,2095184395044","226,28356908982278"
"148,5157737413186","281,3365367899904"
"148,8220242311729","226,35522428602707"
"149,12826990719233","305,55043996178233"
"149,43451076750205","185,74667635537975"
"149,74074681022714","262,3008442603207"
"150,04697803349276","204,1930831707637"
"150,353204435424","299,051056381086"
"150,65942601414602","230,60505386424046"
"150,9656427677839","276,6215186244931"
"151,27185469446277","198,94405493782557"
"151,57806179230778","279,08727649326545"
"151,884264059444","238,78291641052238"
"152,1904614939966","299,60472208557906"
"152,49665409409064","234,2126155239065"
"152,8028418578513","281,7478819991061"
"153,10902478340364","217,46226380227824"
"153,41520286887283","297,7131884312629"
"153,72137611238398","224,73018983908258"
"154,0275445120622","306,378223091609"
"154,33370806603264","212,35542730412868"
"154,63986677242036","294,12811964974367"
"154,94602062935053","221,8565195501971"
"155,25216963494825","299,17884917994184"
"155,55831378733862","248,7177126323594"
"155,86445308464678","312,449614373813"
"156,17058752499787","239,41365170064273"
"156,47671710651701","310,6990233341554"
"156,78284182732926","240,75387474267103"
"157,0889616855598","303,7719276867863"
"157,39507667933373","251,59121329242123"
"157,70118680677618","285,9691195254935"
"158,00729206601224","221,96860644871128"
"158,31339245516705","283,34490818435086"
"158,61948797236576","249,9169295984775"
"158,92557861573343","310,380553581997"
"159,2316643833952","247,2744205467459"
"159,53774527347622","301,5060122546397"
"159,84382128410158","295,1503759943005"
"160,1498924133964","310,50772190956695"
"160,45595865948582","243,8828216281376"
"160,76202002049493","312,77596885189973"
"161,0680764945489","251,7939039576322"
"161,3741280797728","326,0776402632097"
"161,68017477429174","228,22076935225857"
"161,9862165762309","321,92029451909366"
"162,29225348371537","255,25940256683452"
"162,59828549487023","312,45611759818587"
"162,90431260782066","261,5627274258916"
"163,21033482069174","310,49268035601847"
"163,51635213160864","285,741985976808"
"163,8223645386964","342,22483409100903"
"164,12837204008022","263,3664964736628"
"164,43437463388517","345,01209306089504"
"164,74037231823638","258,4576640704969"
"165,046365091259","312,01077137260063"
"165,35235295107807","228,88498815266706"
"165,6583358958188","332,0987553512467"
"165,96431392360628","246,1879413618629"
"166,27028703256562","331,35120653265847"
