Filename-->,
Mode/Unit-->,
Int.time[ms]-->,"14,7886381149292"
NrOfAverages-->,34
Smoothing-->,0
"Wavelength [nm]",
"144,840393066406","297,44958590560424"
"145,14670117603774","243,3559738637573"
"145,4530044943332","303,0643817229267"
"145,75930301941747","237,5070091966474"
"146,0655967494157","301,35924813843445"
"146,37188568245304","211,91641337873494"
"146,6781698166546","309,21207509564186"
"146,98444915014542","235,09177985119982"
"147,2907236810507","278,97449237034715"
"147,59699340749555","216,09457609871401"
"147,90325832760507","266,06380639840626"
"148,2095184395044","228,76896959534764"
"148,5157737413186","288,4762606478395"
"148,8220242311729","228,1213819807138"
"149,12826990719233","305,97715324718564"
"149,43451076750205","200,7128957796557"
"149,74074681022714","264,35856282495075"
"150,04697803349276","204,74235830842684"
"150,353204435424","297,7110090530659"
"150,65942601414602","229,9158972785304"
"150,9656427677839","281,654440288902"
"151,27185469446277","198,44597320498735"
"151,57806179230778","288,6510052618149"
"151,884264059444","247,5940219254606"
"152,1904614939966","308,88725966407316"
"152,49665409409064","239,44433183740705"
"152,8028418578513","277,2100826109708"
"153,10902478340364","229,1216231094416"
"153,41520286887283","297,8547597594384"
"153,72137611238398","226,121462356937"
"154,0275445120622","311,9623259438301"
"154,33370806603264","214,4199278783919"
"154,63986677242036","297,7419790831329"
"154,94602062935053","224,23845773187958"
"155,25216963494825","301,05988467920685"
"155,55831378733862","251,4937130891871"
"155,86445308464678","326,05309922684097"
"156,17058752499787","247,4360317337809"
"156,47671710651701","313,142713623427"
"156,78284182732926","245,6103152487854"
"157,0889616855598","310,8451524968303"
"157,39507667933373","260,1148586128334"
"157,70118680677618","286,284548010435"
"158,00729206601224","222,0504510520782"
"158,31339245516705","292,2238842770227"
"158,61948797236576","263,95779509007383"
"158,92557861573343","306,4593391185944"
"159,2316643833952","254,28051226934423"
"159,53774527347622","304,51709238700454"
"159,84382128410158","303,1312240532862"
"160,1498924133964","315,36604437361194"
"160,45595865948582","246,9246352362929"
"160,76202002049493","328,57101721927853"
"161,0680764945489","250,89436471766743"
"161,3741280797728","331,4283917594252"
"161,68017477429174","234,0454042672004"
"161,9862165762309","330,6264141670691"
"162,29225348371537","263,8621228648229"
"162,59828549487023","322,00851328186576"
"162,90431260782066","261,56858052179547"
"163,21033482069174","313,5947687779049"
"163,51635213160864","297,2728595991992"
"163,8223645386964","353,18297871024623"
"164,12837204008022","272,8622370971246"
"164,43437463388517","352,7381979765907"
"164,74037231823638","263,03431661117935"
"165,046365091259","321,59422306757966"
"165,35235295107807","231,44899178206373"
"165,6583358958188","337,4207898724375"
"165,96431392360628","247,24455195093304"
"166,27028703256562","339,3856586844376"
"166,5762552208219","287,14912085627265"
"166,88221848650034","318,7924442865163"
"167,18817682772598","257,2990732468873"
"167,49413024262395","347,7339253666416"
"167,80007872931938","295,4123714912234"
"168,1060222859374","340,2614884634875"
"168,41196091060314","278,52737883914375"
"168,71789460144169","310,4930133324105"
"169,02382335657816","272,37770566648754"
"169,3297471741377","339,02235321391487"
"169,63566605224543","277,6996106430658"
"169,94157998902645","346,5506566302511"
"170,2474889826059","253,54897720977993"
"170,55339303110887","342,4210885232632"
"170,85929213266053","275,01072404969597"
"171,16518628538594","363,7437676151656"
"171,47107548741027","290,12595983241744"
"171,7769597368586","362,594445603274"
"172,08283903185605","253,5760369155983"
"172,38871337052777","336,1928082927831"
"172,6945827509989","249,64019908403105"
"173,00044717139448","370,6374366769666"
"173,30630662983972","250,25827341875066"
"173,61216112445967","362,8992236304579"
"173,9180106533795","273,12434806321806"
"174,2238552147243","336,32356763015224"
"174,52969480661918","298,1113313028688"
"174,8355294271893","369,93096462722536"
"175,14135907455974","278,1052819678659"
"175,44718374685561","357,51325629517765"
"175,7530034422021","277,43316439624545"
"176,05881815872428","365,99428076733017"
"176,36462789454725","283,4704403381783"
"176,67043264779616","357,3331069959207"
"176,97623241659613","257,5186770378437"
"177,28202719907227","354,8485392643018"
"177,58781699334972","299,7030076011785"
"177,89360179755354","329,20754673329674"
"178,19938160980894","261,6473568270082"
"178,50515642824098","342,64768676851935"
"178,81092625097477","312,5814390037636"
"179,11669107613548","328,8747909695557"
"179,42245090184818","287,31154254032737"
"179,72820572623803","346,68552788344704"
"180,03395554743014","286,62702159975714"
"180,33970036354958","339,1201726982469"
"180,64544017272155","287,2957337792075"
"180,95117497307112","359,9983714639034"
"181,25690476272342","293,3224508477254"
"181,56262953980357","372,84802568263325"
"181,86834930243668","284,18166559187256"
"182,17406404874788","322,6278930494661"
"182,47977377686232","276,8995367038546"
"182,78547848490504","361,1111511460768"
