Filename-->,
Mode/Unit-->,
Int.time[ms]-->,"8,949110984802246"
NrOfAverages-->,56
Smoothing-->,0
"Wavelength [nm]",
"144,840393066406","299,60886002096146"
"145,14670117603774","245,55759291287927"
"145,4530044943332","285,3065105530333"
"145,75930301941747","236,52017440891694"
"146,0655967494157","292,68118965233606"
"146,37188568245304","204,23547177619105"
"146,6781698166546","303,50266717477774"
"146,98444915014542","235,05737354010512"
"147,2907236810507","274,50364800669325"
"147,59699340749555","208,98474657683903"
"147,90325832760507","263,4853285493146"
"148,2095184395044","228,75349390185272"
"148,5157737413186","283,877890173449"
"148,8220242311729","234,0037205266284"
"149,12826990719233","313,484650488098"
"149,43451076750205","190,28802973883825"
"149,74074681022714","266,9136262152078"
"150,04697803349276","206,23443655422227"
"150,353204435424","297,30669547883025"
"150,65942601414602","223,44997867627035"
"150,9656427677839","272,341443436523"
"151,27185469446277","196,98540832128413"
"151,57806179230778","283,70005844815256"
"151,884264059444","244,19926979398087"
"152,1904614939966","296,6460754690376"
"152,49665409409064","236,61111176450788"
"152,8028418578513","281,6106639539931"
"153,10902478340364","215,12861718573674"
"153,41520286887283","293,75454181472145"
"153,72137611238398","231,75368607968392"
"154,0275445120622","310,366005046496"
"154,33370806603264","213,43249497330152"
"154,63986677242036","297,95518731891644"
"154,94602062935053","221,1478729336556"
"155,25216963494825","296,93448827768606"
"155,55831378733862","252,81263744438928"
"155,86445308464678","316,1338249001287"
"156,17058752499787","241,5978622269584"
"156,47671710651701","311,8118052890424"
"156,78284182732926","239,11665669755814"
"157,0889616855598","301,34899535595906"
"157,39507667933373","260,6861381044511"
"157,70118680677618","287,51047290895207"
"158,00729206601224","222,29567411788406"
"158,31339245516705","287,4755472820951"
"158,61948797236576","254,40471155336462"
"158,92557861573343","308,20762125116977"
"159,2316643833952","244,85148821591866"
"159,53774527347622","301,1009370666696"
"159,84382128410158","297,24530080633036"
"160,1498924133964","305,1562181501683"
"160,45595865948582","243,19203215445327"
"160,76202002049493","318,7101793782154"
"161,0680764945489","252,120971626805"
"161,3741280797728","321,4582793609539"
"161,68017477429174","232,31569416428852"
"161,9862165762309","329,318790759695"
"162,29225348371537","265,2114702360073"
"162,59828549487023","310,7117566959301"
"162,90431260782066","258,5683665236358"
"163,21033482069174","310,7304623109056"
"163,51635213160864","282,6047679316951"
"163,8223645386964","345,2661874744676"
"164,12837204008022","261,2114212856928"
"164,43437463388517","345,6963035872106"
"164,74037231823638","257,49901745395533"
"165,046365091259","317,2306961846305"
"165,35235295107807","228,729912964697"
"165,6583358958188","331,0329658775624"
"165,96431392360628","241,3542947453214"
"166,27028703256562","330,1068456304027"
