Filename-->,
Mode/Unit-->,
Int.time[ms]-->,"8,949110984802246"
NrOfAverages-->,56
Smoothing-->,0
"Wavelength [nm]",
"144,840393066406","298,63562767570346"
"145,14670117603774","242,53104517471047"
"145,4530044943332","294,33341398121894"
"145,75930301941747","237,29700874181503"
"146,0655967494157","290,5473431391227"
"146,37188568245304","207,4409899434641"
"146,6781698166546","307,15454038631873"
"146,98444915014542","233,45937285576412"
"147,2907236810507","276,90563019956465"
"147,59699340749555","202,6544698807761"
"147,90325832760507","264,226545088211"
"148,2095184395044","228,74474468629512"
"148,5157737413186","282,9940738769964"
"148,8220242311729","227,13785363444566"
"149,12826990719233","306,4579345439245"
"149,43451076750205","191,01129244165003"
"149,74074681022714","260,654812336003"
"150,04697803349276","203,01126826824128"
"150,353204435424","292,8871908829498"
"150,65942601414602","225,01266427689205"
"150,9656427677839","275,85040289942077"
"151,27185469446277","198,7266337236939"
"151,57806179230778","281,13775291231667"
"151,884264059444","238,04759091563096"
"152,1904614939966","303,24443849106495"
"152,49665409409064","229,26312961302773"
"152,8028418578513","279,1554891886539"
"153,10902478340364","216,8520245255055"
"153,41520286887283","294,8173376053556"
"153,72137611238398","225,11995821719927"
"154,0275445120622","309,96499516439263"
"154,33370806603264","212,1777617501977"
"154,63986677242036","293,1374992783132"
"154,94602062935053","224,61746742167418"
"155,25216963494825","297,5113257288485"
"155,55831378733862","244,12196767666285"
"155,86445308464678","312,2109854680703"
"156,17058752499787","240,62142378427927"
"156,47671710651701","308,4067573304239"
"156,78284182732926","233,943893827666"
"157,0889616855598","301,9798256703337"
"157,39507667933373","246,28101602745681"
"157,70118680677618","279,51638802583506"
"158,00729206601224","218,5158179521112"
"158,31339245516705","285,83869288984994"
"158,61948797236576","250,51792302425196"
"158,92557861573343","306,731473485442"
"159,2316643833952","242,4468812273633"
"159,53774527347622","299,9641259771989"
"159,84382128410158","299,93008568793306"
"160,1498924133964","306,66245417845874"
"160,45595865948582","239,75185068287794"
"160,76202002049493","319,78788728070884"
"161,0680764945489","254,39511675830175"
"161,3741280797728","327,5000618580812"
"161,68017477429174","224,66107830954223"
"161,9862165762309","324,5930904013322"
"162,29225348371537","259,1107501336058"
"162,59828549487023","312,2717827081232"
"162,90431260782066","257,86047617575724"
"163,21033482069174","314,86201117417414"
"163,51635213160864","287,05766820817956"
"163,8223645386964","345,4334518304444"
"164,12837204008022","265,5928386015103"
"164,43437463388517","347,8637395747622"
"164,74037231823638","260,64850102062513"
"165,046365091259","311,66584246409565"
"165,35235295107807","219,61140079280932"
"165,6583358958188","330,0393960977855"
"165,96431392360628","242,93214245050922"
"166,27028703256562","331,98854819914897"
