"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,49.148251,-412.876035
10.775193,46.158410,-408.546496
11.550386,43.912742,-399.394070
12.325579,42.504379,-387.710378
13.100772,40.317211,-374.628229
13.875965,37.997053,-359.681902
14.651158,36.535539,-344.236213
15.426351,36.249908,-328.411850
16.201544,37.339487,-313.621923
16.976737,37.972093,-299.112593
17.751930,38.733165,-286.245051
18.527123,39.765047,-274.202974
19.302316,41.201832,-263.472571
20.077509,40.551718,-253.757452
20.852702,39.478455,-243.344351
21.627895,37.695759,-233.557241
22.403088,36.665765,-223.077722
23.178281,36.066095,-213.105126
23.953474,36.055861,-203.378345
24.728667,36.462148,-193.793742
25.503860,37.732732,-184.401103
26.279053,39.540112,-176.021249
27.054246,42.231748,-167.373179
27.829439,45.782882,-160.196105
28.604632,50.605755,-154.973537
29.379825,54.385499,-152.155462
30.155018,55.877366,-150.095934
30.930211,55.861148,-148.041173
31.705404,55.164785,-145.325276
32.480597,54.485529,-141.864123
33.255790,53.577146,-138.144515
34.030983,53.310770,-133.735559
34.806176,58.435344,-127.414478
35.581369,58.613292,-122.493504
36.356562,59.472345,-117.429048
37.131755,61.002043,-112.362716
37.906948,62.974911,-107.393513
38.682141,66.415075,-103.120040
39.457334,70.463784,-99.354890
40.232527,74.640294,-96.671188
41.007720,79.253728,-95.870222
41.782913,82.683320,-96.720154
42.558106,83.864288,-98.212867
43.333299,82.603336,-98.320012
44.108492,80.935057,-95.838793
44.883685,80.846679,-91.531830
45.658878,82.423165,-86.576565
46.434071,86.964701,-82.032689
47.209264,93.189012,-79.300179
47.984457,98.652667,-79.875809
48.759650,102.477224,-81.041956
49.534843,105.783653,-82.581699
50.310036,109.506455,-84.186224
51.085229,113.225689,-87.414681
51.860422,115.674018,-91.758833
52.635615,115.724384,-96.365367
53.410808,114.423210,-99.858954
54.186001,113.672364,-101.176238
54.961194,113.011726,-101.211577
55.736387,113.008257,-100.996045
56.511580,114.069822,-100.607297
57.286773,116.683455,-101.102215
58.061966,119.776512,-102.071508
58.837159,123.117492,-104.572357
59.612352,126.630073,-109.187119
60.387545,129.092224,-116.142547
61.162738,129.761469,-124.977224
61.937931,127.935812,-132.149137
62.713124,124.147234,-139.220366
63.488317,114.679887,-141.469846
64.263510,106.801479,-142.878690
65.038703,99.516843,-143.415309
65.813896,93.633827,-143.479681
66.589089,88.823609,-143.139471
67.364282,84.883761,-143.359256
68.139475,79.394987,-146.597608
68.914668,74.133789,-148.300310
69.689861,68.364829,-149.361708
70.465054,63.203126,-149.631091
71.240247,58.354847,-148.526935
72.015440,54.701635,-146.814600
72.790633,51.689761,-144.779556
73.565826,49.491594,-142.390344
74.341019,47.630996,-140.151485
75.116212,46.058073,-137.785873
75.891405,44.595879,-136.059407
76.666598,43.477043,-134.391081
77.441791,41.981542,-133.022840
78.216984,40.888732,-132.025873
78.992177,39.375774,-130.736864
79.767370,37.697747,-129.284801
80.542563,36.138127,-127.708657
81.317756,34.450796,-125.849832
82.092949,32.744715,-124.394946
82.868142,31.520805,-122.775111
83.643335,30.388151,-121.024772
84.418528,28.948832,-119.180153
85.193721,27.420476,-117.363989
85.968914,26.246994,-115.522434
86.744107,24.905157,-113.900045
87.519300,23.759230,-112.164991
88.294493,22.638765,-110.123161
89.069686,21.564526,-108.049111
89.844879,20.619084,-105.999573
90.620072,19.851227,-104.163337
91.395265,19.125337,-101.940805
92.170458,18.507447,-100.022382
92.945651,18.017339,-97.909900
93.720844,17.757132,-95.953251
94.496037,17.315350,-93.697090
95.271230,17.091480,-91.643640
96.046423,16.904912,-89.480316
96.821616,16.787136,-87.702588
97.596809,16.873589,-85.639763
98.372002,16.825229,-83.541945
99.147195,16.993820,-81.485120
99.922388,17.124074,-79.327550
100.697581,17.429674,-77.238702
101.472774,17.734457,-75.125150
102.247967,18.266127,-72.988436
103.023160,18.768018,-70.856935
103.798353,19.478743,-68.587702
104.573546,20.491419,-66.484450
105.348739,21.956871,-64.499432
106.123932,23.463401,-63.129751
