"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,34.539509,-400.369878
10.775193,32.542754,-393.577921
11.550386,31.178103,-383.041976
12.325579,29.746667,-370.221594
13.100772,28.665609,-357.105990
13.875965,28.278089,-341.999428
14.651158,27.401575,-327.774064
15.426351,26.428979,-312.973995
16.201544,26.908871,-298.175507
16.976737,27.202695,-283.130389
17.751930,28.993917,-268.999843
18.527123,30.873533,-255.520858
19.302316,33.194869,-244.310840
20.077509,33.912271,-234.491945
20.852702,34.142600,-224.528541
21.627895,34.019195,-215.478064
22.403088,33.944718,-205.553244
23.178281,33.850881,-195.504458
23.953474,34.083851,-186.092500
24.728667,34.752821,-176.393588
25.503860,36.135034,-166.712818
26.279053,38.457631,-157.234413
27.054246,41.890482,-147.608838
27.829439,47.580143,-139.130879
28.604632,55.070369,-133.875640
29.379825,61.265043,-132.932711
30.155018,63.206258,-133.769409
30.930211,62.240572,-133.124152
31.705404,60.411127,-131.351819
32.480597,58.147279,-127.674984
33.255790,56.176855,-123.553676
34.030983,54.937019,-118.335579
34.806176,54.239909,-112.413762
35.581369,54.758601,-106.244220
36.356562,55.851716,-99.975399
37.131755,57.968470,-93.702608
37.906948,60.564195,-87.770583
38.682141,64.126474,-82.419301
39.457334,68.266580,-77.467951
40.232527,73.756199,-73.627095
41.007720,78.772396,-71.951002
41.782913,83.288219,-72.122001
42.558106,85.293275,-72.749734
43.333299,86.082798,-72.546116
44.108492,86.038393,-70.033814
44.883685,87.299335,-66.051010
45.658878,89.879359,-60.902912
46.434071,94.885158,-57.423135
47.209264,101.749792,-54.655603
47.984457,107.912568,-55.938631
48.759650,112.911671,-57.532930
49.534843,116.647745,-59.893948
50.310036,121.141796,-62.089998
51.085229,124.399113,-66.355406
51.860422,125.073703,-69.994863
52.635615,124.641437,-72.263910
53.410808,125.088557,-71.046655
54.186001,127.984367,-70.180369
54.961194,133.768002,-69.678983
55.736387,138.237281,-72.602266
56.511580,143.960171,-77.484477
57.286773,146.276949,-83.818478
58.061966,148.596312,-90.724955
58.837159,148.415847,-97.109595
59.612352,148.846536,-104.698355
60.387545,146.857041,-111.551457
61.162738,143.601198,-118.318669
61.937931,139.483518,-122.877949
62.713124,135.776504,-127.633839
63.488317,131.387617,-130.466837
64.263510,127.134062,-133.451554
65.038703,123.197872,-136.005682
65.813896,119.508523,-137.311215
66.589089,115.275985,-139.118509
67.364282,112.050827,-141.266039
68.139475,107.562415,-142.024760
68.914668,103.206364,-143.530164
69.689861,99.356014,-143.352384
70.465054,95.138309,-144.848966
71.240247,91.213295,-144.746066
72.015440,86.340556,-145.645025
72.790633,83.058519,-145.391719
73.565826,78.414017,-145.929373
74.341019,75.293462,-145.548648
75.116212,70.924754,-144.980141
75.891405,68.041826,-144.529979
76.666598,63.779454,-142.932820
77.441791,60.710256,-141.838672
78.216984,56.859697,-139.730388
78.992177,54.307580,-137.879010
79.767370,51.348910,-135.391816
80.542563,49.259109,-133.079933
81.317756,46.924713,-129.963591
82.092949,45.449606,-127.687654
82.868142,43.510838,-124.890950
83.643335,42.413586,-122.474550
84.418528,41.085123,-119.801813
85.193721,40.091357,-117.295208
85.968914,38.939891,-114.564265
86.744107,38.228322,-112.464792
87.519300,37.234712,-109.725166
88.294493,36.505186,-107.613134
89.069686,20.819386,-115.237593
89.844879,19.907668,-112.791859
90.620072,19.240569,-110.477732
91.395265,18.820533,-108.193565
92.170458,18.462675,-105.923935
92.945651,18.113530,-103.874219
93.720844,17.761629,-101.552902
94.496037,17.670540,-99.353498
95.271230,17.576417,-97.156522
96.046423,17.468080,-95.188698
96.821616,17.352558,-93.181980
97.596809,17.302410,-91.337548
98.372002,17.404336,-88.897997
99.147195,17.475312,-86.802795
99.922388,17.641277,-84.779811
100.697581,17.824993,-82.612185
101.472774,18.058419,-80.402698
102.247967,18.351484,-78.389952
103.023160,18.928940,-76.102576
103.798353,19.521730,-73.846855
104.573546,20.605133,-71.381035
105.348739,21.839909,-69.447262
106.123932,23.303890,-67.745611
106.899125,24.713549,-66.979091
107.674318,25.729181,-66.576914
108.449511,26.300830,-66.207339
109.224704,26.813960,-65.717854
109.999897,26.731000,-64.968680
110.775090,26.750826,-63.706113
111.550283,26.928243,-62.050437
112.325476,27.195513,-60.056401
113.100669,27.781242,-57.648137
113.875862,29.093683,-55.139755
114.651055,31.157621,-52.324718
115.426248,34.112913,-49.798660
116.201441,38.162194,-48.059666
116.976634,42.899735,-48.288286
117.751827,47.112545,-50.374666
118.527020,50.092351,-53.639683
119.302213,51.966544,-57.018974
120.077406,52.531607,-60.158839
120.852599,52.612464,-62.733772
121.627792,52.552206,-64.574210
122.402985,52.618083,-66.205033
123.178178,52.655333,-67.782134
123.953371,52.379213,-69.888512
124.728564,51.962677,-71.971923
125.503757,51.236648,-73.924774
126.278950,49.892358,-75.822298
127.054143,48.376009,-77.833917
127.829336,46.255768,-79.261354
128.604529,44.224827,-80.234477
129.379722,42.274817,-80.838969
130.154915,40.225980,-81.075563
130.930108,38.335365,-81.158656
131.705301,36.439667,-80.658518
132.480494,35.007600,-79.953515
133.255687,33.679357,-79.168978
134.030880,32.674673,-78.305016
134.806073,32.038110,-77.709023
135.581266,31.602737,-77.226235
136.356459,31.035832,-77.108342
137.131652,30.357823,-77.216309
137.906845,29.422859,-77.432085
138.682038,28.175268,-77.421498
139.457231,26.751653,-77.333858
140.232424,25.201480,-76.927746
141.007617,23.755013,-76.487843
141.782810,22.364263,-75.651181
142.558003,21.093403,-74.631964
143.333196,19.847579,-73.320805
144.108389,18.686093,-71.957333
144.883582,17.782120,-70.453077
145.658775,16.933231,-68.758688
146.433968,16.180032,-67.123394
147.209161,15.601861,-65.382395
147.984354,15.125188,-63.686017
148.759547,14.890794,-61.944648
149.534740,14.683625,-60.098174
150.309933,14.639631,-58.352617
151.085126,14.580842,-56.563023
151.860319,14.669158,-54.716087
152.635512,14.966865,-52.772639
153.410705,15.545751,-50.792916
154.185898,16.425442,-48.898394
154.961091,17.718032,-47.215019
155.736284,19.373161,-45.887410
156.511477,21.353742,-45.202611
157.286670,23.269698,-45.219498
158.061863,25.094978,-45.863866
158.837056,26.315738,-46.918303
159.612249,27.003866,-48.223377
160.387442,27.428240,-49.592645
161.162635,27.536460,-50.514376
161.937828,27.498825,-51.449883
162.713021,27.113632,-52.099338
163.488214,26.628537,-52.765493
164.263407,26.103484,-53.095271
165.038600,25.518604,-53.631782
165.813793,24.998022,-53.839578
166.588986,24.540541,-54.165456
167.364179,24.014103,-54.106626
168.139372,23.496106,-54.136358
168.914565,22.967115,-53.847557
169.689758,22.426425,-53.855886
170.464951,22.184475,-53.609101
171.240144,21.711127,-53.466270
172.015337,21.405057,-53.239223
172.790530,20.965292,-53.216079
173.565723,20.639129,-53.002516
174.340916,20.025294,-52.906575
175.116109,19.545132,-52.703927
175.891302,18.913332,-52.520988
176.666495,18.449910,-52.230822
177.441688,17.869951,-51.822279
178.216881,17.459198,-51.519833
178.992074,16.887362,-51.082887
179.767267,16.475636,-50.560408
180.542460,15.971471,-50.108229
181.317653,15.590575,-49.808999
182.092846,15.104000,-49.384652
182.868039,14.679306,-48.873156
183.643232,14.215767,-48.339672
184.418425,13.855087,-47.806532
185.193618,13.488529,-47.281168
185.968811,13.241500,-46.846629
186.744004,12.869648,-46.248391
187.519197,12.662029,-45.675146
188.294390,12.397240,-45.134806
189.069583,12.228559,-44.626852
189.844776,12.051303,-44.028408
190.619969,11.850057,-43.614213
191.395162,11.596387,-43.098414
192.170355,11.322924,-42.691203
192.945548,11.100238,-42.087865
193.720741,10.898613,-41.623733
194.495934,10.839227,-41.045058
195.271127,10.663054,-40.640066
196.046320,10.565417,-40.116422
196.821513,10.390358,-39.665258
197.596706,10.378510,-39.282227
198.371899,10.210806,-38.814911
199.147092,10.181535,-38.334709
199.922285,10.088879,-37.855102
