"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,45.160143,-378.876398
10.775193,44.403347,-376.160121
11.550386,41.507324,-367.867107
12.325579,40.771250,-358.037383
13.100772,39.517824,-345.302204
13.875965,38.625534,-332.822214
14.651158,38.230852,-319.326470
15.426351,37.635964,-304.404500
16.201544,38.588820,-290.907896
16.976737,39.399622,-278.323457
17.751930,39.993599,-265.443354
18.527123,40.903920,-253.007134
19.302316,42.374137,-242.687313
20.077509,42.567510,-233.213905
20.852702,42.541116,-223.947379
21.627895,41.559285,-214.378819
22.403088,40.680632,-205.002640
23.178281,40.327430,-195.122331
23.953474,40.328090,-185.390696
24.728667,40.554224,-175.880923
25.503860,41.454111,-166.545888
26.279053,43.334075,-157.160711
27.054246,46.254119,-147.814415
27.829439,51.043210,-138.996063
28.604632,58.717453,-132.572632
29.379825,65.972523,-130.913723
30.155018,69.378191,-132.573509
30.930211,66.424449,-130.034160
31.705404,65.777643,-128.896498
32.480597,64.595484,-126.670342
33.255790,62.803290,-123.361957
34.030983,61.517438,-119.098209
34.806176,60.879369,-114.363816
35.581369,61.009417,-109.240635
36.356562,61.684317,-103.389771
37.131755,63.408325,-98.184387
37.906948,65.842920,-93.223060
38.682141,69.353004,-88.928675
39.457334,72.894291,-85.212194
40.232527,77.232298,-82.906139
41.007720,80.986950,-81.847708
41.782913,83.784534,-82.416793
42.558106,84.581901,-83.254029
43.333299,84.148024,-82.779269
44.108492,83.347953,-79.959633
44.883685,84.026153,-75.490382
45.658878,86.392591,-70.519942
46.434071,90.742681,-66.677016
47.209264,96.934652,-63.927125
47.984457,101.672656,-64.503468
48.759650,105.399550,-65.840692
49.534843,107.926063,-66.741547
50.310036,110.681522,-67.040715
51.085229,113.422449,-68.350565
51.860422,115.673627,-69.153099
52.635615,117.324607,-70.050833
53.410808,119.425431,-69.754632
54.186001,121.600563,-70.216530
54.961194,125.805945,-69.986804
55.736387,129.609031,-71.210999
56.511580,134.615155,-73.153563
57.286773,138.732899,-76.941299
58.061966,144.142683,-81.783017
58.837159,148.467071,-87.937094
59.612352,152.718509,-96.607448
60.387545,154.085449,-105.348807
61.162738,154.269225,-116.277815
61.937931,151.623791,-124.972140
62.713124,147.359055,-135.139611
63.488317,141.383787,-142.919455
64.263510,134.628907,-149.051494
65.038703,127.365607,-153.968124
65.813896,120.252757,-157.930621
66.589089,112.658716,-160.383135
67.364282,105.439891,-162.516654
68.139475,98.527308,-162.743815
68.914668,92.260548,-163.117493
69.689861,86.472398,-161.665208
70.465054,81.344953,-160.585830
71.240247,75.942361,-159.077003
72.015440,71.684538,-157.212590
72.790633,68.221006,-155.028034
73.565826,64.322813,-153.541508
74.341019,61.459739,-151.689678
75.116212,58.067699,-150.332635
75.891405,55.316736,-148.468816
76.666598,51.994337,-146.767888
77.441791,49.455679,-145.170374
78.216984,46.787941,-143.056140
78.992177,44.510460,-141.339803
79.767370,42.009974,-139.287589
80.542563,39.875898,-137.324269
81.317756,37.507121,-134.839687
82.092949,35.933468,-132.920318
82.868142,34.331162,-130.760702
83.643335,32.702212,-128.562458
84.418528,31.159368,-126.420524
85.193721,29.623220,-124.357108
85.968914,28.349934,-122.069603
86.744107,27.359918,-120.168197
87.519300,26.132303,-117.990310
88.294493,24.926350,-115.966724
89.069686,23.959022,-113.792852
89.844879,22.891706,-111.982622
90.620072,22.012733,-109.735650
91.395265,21.431450,-107.538942
92.170458,20.528630,-105.455900
92.945651,19.889821,-103.421544
93.720844,19.311545,-101.289451
94.496037,18.888456,-99.107989
95.271230,18.328956,-96.874834
96.046423,18.240571,-94.941843
96.821616,18.148005,-93.071518
97.596809,17.874019,-91.036012
98.372002,17.712174,-88.723750
99.147195,17.651739,-86.915947
99.922388,17.744018,-84.833195
100.697581,17.869391,-82.801890
101.472774,18.016213,-80.651774
102.247967,18.249764,-78.510374
103.023160,18.571254,-76.575082
103.798353,19.006901,-74.511542
104.573546,19.719741,-72.269511
105.348739,20.656501,-70.138023
106.123932,21.830031,-68.328555
106.899125,22.989596,-66.916206
107.674318,24.019807,-66.048774
108.449511,24.700666,-65.421634
109.224704,25.259222,-64.829014
109.999897,25.408186,-63.858825
110.775090,25.227873,-62.650109
111.550283,25.218394,-61.143653
112.325476,25.277105,-59.323735
113.100669,25.471083,-57.328008
113.875862,25.916516,-55.165979
114.651055,26.558273,-52.638005
115.426248,27.829518,-49.941451
116.201441,29.729984,-47.151680
116.976634,32.452503,-44.535318
117.751827,36.091325,-42.814428
118.527020,40.373482,-42.387026
119.302213,44.498438,-43.459556
120.077406,47.760431,-45.616396
120.852599,49.732996,-47.804951
121.627792,51.379592,-49.771344
122.402985,52.720563,-51.379963
123.178178,54.440914,-53.169353
123.953371,55.905687,-55.579715
124.728564,57.033643,-58.395730
125.503757,57.701685,-61.379788
126.278950,57.695984,-64.837642
127.054143,57.312115,-68.067717
127.829336,55.959567,-70.963970
128.604529,54.331872,-73.437731
129.379722,52.446999,-75.467634
130.154915,50.398190,-76.833627
130.930108,48.143102,-77.738814
131.705301,45.825422,-78.041924
132.480494,43.832617,-78.069869
133.255687,42.246220,-77.825524
134.030880,40.976906,-77.262910
134.806073,39.999626,-76.950798
135.581266,39.359239,-76.843781
136.356459,38.536726,-77.099848
137.131652,37.337175,-77.824856
137.906845,35.992943,-78.403309
138.682038,34.490979,-78.962571
139.457231,32.552545,-79.236674
140.232424,30.590963,-79.127701
141.007617,28.430126,-78.750678
141.782810,26.686154,-78.017054
142.558003,24.896305,-77.030144
143.333196,23.344493,-75.883977
144.108389,21.932778,-74.649837
144.883582,20.726895,-73.180622
145.658775,19.612252,-71.464080
146.433968,18.667283,-69.750771
147.209161,17.846914,-68.069416
147.984354,17.147028,-66.205059
148.759547,16.579793,-64.427523
149.534740,16.282742,-62.620966
150.309933,16.020061,-60.795842
151.085126,15.853555,-59.035867
151.860319,15.707543,-57.345932
152.635512,15.760050,-55.551021
153.410705,15.909818,-53.692605
154.185898,16.295226,-51.703220
154.961091,17.024660,-49.863468
155.736284,18.032460,-48.096622
156.511477,19.445536,-46.577302
157.286670,21.141202,-45.410233
158.061863,23.010581,-44.877860
158.837056,24.647423,-44.876248
159.612249,26.065893,-45.442309
160.387442,27.151733,-46.121301
161.162635,27.997042,-46.889285
161.937828,28.502073,-47.751567
162.713021,28.761468,-48.571751
163.488214,28.870644,-49.317358
164.263407,28.802566,-49.875107
165.038600,28.796310,-50.528112
165.813793,28.583239,-50.892379
166.588986,28.407294,-51.568561
167.364179,28.092020,-52.045555
168.139372,27.854821,-52.621957
168.914565,27.454507,-53.004913
169.689758,26.994203,-53.473912
170.464951,26.515599,-53.723725
171.240144,25.830207,-53.988428
172.015337,25.388225,-54.136418
172.790530,24.714210,-54.486438
173.565723,24.358548,-54.645193
174.340916,23.569382,-54.795957
175.116109,22.951575,-55.014810
175.891302,22.023764,-55.009569
176.666495,21.248287,-54.793512
177.441688,20.415609,-54.582666
178.216881,19.691537,-54.400575
178.992074,18.853764,-53.950848
179.767267,18.069928,-53.589879
180.542460,17.334765,-53.112814
181.317653,16.701649,-52.577041
182.092846,16.018899,-52.023497
182.868039,15.430666,-51.444328
183.643232,14.888749,-50.731048
184.418425,14.458383,-50.152259
185.193618,13.971564,-49.456716
185.968811,13.578101,-48.918989
186.744004,13.160304,-48.157560
187.519197,12.887158,-47.536572
188.294390,12.532409,-46.833920
189.069583,12.282626,-46.276780
189.844776,11.987577,-45.543036
190.619969,11.768446,-44.984843
191.395162,11.486411,-44.223449
192.170355,11.233613,-43.795340
192.945548,11.014316,-43.119299
193.720741,10.770011,-42.563368
194.495934,10.646930,-41.821560
195.271127,10.449074,-41.294139
196.046320,10.419786,-40.656275
196.821513,10.218241,-40.080239
197.596706,10.145561,-39.509051
198.371899,10.007636,-38.847924
199.147092,10.055479,-38.326231
199.922285,9.904169,-37.835366
200.697478,9.881543,-37.268359
201.472671,9.786462,-36.747062
202.247864,9.814044,-36.325520
203.023057,9.726364,-35.726516
203.798250,9.758106,-35.277731
204.573443,9.838164,-34.739128
205.348636,9.844490,-34.403000
206.123829,9.836764,-33.867357
206.899022,9.808728,-33.471264
207.674215,9.801448,-32.952795
208.449408,9.780918,-32.533923
209.224601,9.768021,-32.149098
210.000000,9.768021,-32.149098
