"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,62.954765,-426.665397
10.775193,58.935889,-421.321736
11.550386,55.448921,-411.899058
12.325579,52.062289,-398.665712
13.100772,51.128169,-385.347887
13.875965,48.440729,-370.251260
14.651158,46.624462,-353.996041
15.426351,45.453802,-338.700876
16.201544,45.844288,-323.548800
16.976737,46.142462,-309.153962
17.751930,45.930716,-295.737272
18.527123,45.675102,-283.138331
19.302316,46.236536,-272.111295
20.077509,45.661342,-262.592802
20.852702,43.534386,-251.879444
21.627895,41.627358,-241.717772
22.403088,40.485122,-230.933592
23.178281,39.975758,-220.341814
23.953474,39.723586,-210.941869
24.728667,39.738973,-201.047964
25.503860,40.545238,-191.642309
26.279053,41.931243,-182.504278
27.054246,43.915446,-173.594958
27.829439,46.643185,-164.815609
28.604632,50.786422,-157.101808
29.379825,56.208255,-151.315224
30.155018,61.180732,-148.348036
30.930211,64.120577,-147.162736
31.705404,65.274431,-146.201725
32.480597,64.789944,-145.248199
33.255790,63.410092,-143.314473
34.030983,62.336584,-140.516990
34.806176,60.744958,-136.890471
35.581369,59.749181,-132.821113
36.356562,59.306971,-128.569790
37.131755,59.854916,-123.531978
37.906948,61.000157,-118.785265
38.682141,62.528701,-114.158812
39.457334,64.977613,-110.296867
40.232527,68.374488,-106.541060
41.007720,72.617901,-104.263178
41.782913,76.693791,-103.470809
42.558106,78.459331,-104.795051
43.333299,77.679485,-105.251763
44.108492,75.624893,-103.351123
44.883685,75.166447,-99.509379
45.658878,76.156123,-94.563339
46.434071,79.668202,-89.010281
47.209264,85.560095,-85.300075
47.984457,92.111707,-84.700097
48.759650,97.411274,-86.640928
49.534843,100.872053,-88.361681
50.310036,104.872497,-90.781872
51.085229,108.776834,-95.644095
51.860422,108.723391,-102.566806
52.635615,105.316242,-106.771145
53.410808,100.830541,-107.960995
54.186001,98.088944,-106.696234
54.961194,96.794117,-104.667934
55.736387,98.003076,-102.001943
56.511580,100.112686,-100.343682
57.286773,104.072312,-98.954489
58.061966,108.172770,-99.841889
58.837159,113.090493,-102.758108
59.612352,117.089018,-108.013151
60.387545,119.534629,-114.799378
61.162738,119.744431,-121.981521
61.937931,117.366888,-130.116322
62.713124,113.102688,-136.667519
63.488317,108.079373,-142.446131
64.263510,102.218830,-146.491732
65.038703,96.348716,-149.784906
65.813896,89.632879,-151.850043
66.589089,83.085604,-152.885949
67.364282,76.352734,-152.169341
68.139475,70.163356,-150.979047
68.914668,64.331836,-148.354475
69.689861,59.718734,-145.512194
70.465054,55.809555,-142.130923
71.240247,52.912143,-138.462982
72.015440,50.915390,-135.046429
72.790633,49.904854,-131.834461
73.565826,49.340317,-128.767544
74.341019,49.185705,-126.854950
75.116212,49.148373,-124.908067
75.891405,49.320186,-124.580642
76.666598,49.402898,-124.017257
77.441791,48.542970,-124.101958
78.216984,47.371150,-124.076088
78.992177,45.653629,-124.314689
79.767370,43.926610,-124.080113
80.542563,41.708333,-123.437570
81.317756,39.469377,-122.429488
82.092949,37.587986,-121.571958
82.868142,35.812461,-120.395149
83.643335,33.822306,-118.953443
84.418528,31.993911,-117.469634
85.193721,30.300536,-115.897239
85.968914,28.505370,-113.860051
86.744107,27.144250,-112.109143
87.519300,25.821951,-109.985452
88.294493,24.417451,-107.804938
89.069686,23.519287,-105.707258
89.844879,22.485110,-103.629039
90.620072,21.764907,-101.350417
91.395265,21.109779,-99.295694
92.170458,20.415117,-97.087192
92.945651,19.855841,-94.914556
93.720844,19.606652,-92.793010
94.496037,19.307668,-90.600043
95.271230,18.989238,-88.388493
96.046423,18.860848,-86.329016
96.821616,18.938953,-84.177295
97.596809,19.151173,-82.015574
98.372002,19.491977,-79.871492
99.147195,19.799659,-77.752681
99.922388,20.275961,-75.590825
100.697581,20.626223,-73.434518
101.472774,21.170800,-71.192842
102.247967,21.698188,-69.185372
103.023160,22.421951,-67.014141
103.798353,23.435241,-64.908333
104.573546,24.671668,-62.740360
105.348739,26.164015,-60.827548
106.123932,28.010382,-59.297036
106.899125,29.786103,-58.322824
107.674318,31.352500,-57.877270
108.449511,32.423125,-57.553411
109.224704,33.499845,-57.242576
109.999897,34.350236,-56.585000
110.775090,35.211683,-55.753897
111.550283,36.401412,-54.916310
112.325476,37.935080,-54.338830
113.100669,39.632185,-53.970612
113.875862,41.273783,-53.783081
114.651055,43.136928,-53.844306
115.426248,44.733042,-54.258613
116.201441,46.552338,-54.963124
116.976634,48.080272,-56.217506
117.751827,48.949710,-57.540937
118.527020,49.305669,-58.593586
119.302213,49.363830,-59.642177
120.077406,49.314189,-60.415887
120.852599,49.229426,-61.182032
121.627792,49.307930,-61.531320
122.402985,49.547136,-62.151814
123.178178,49.991614,-62.776836
123.953371,50.388871,-63.650030
124.728564,50.531963,-64.460667
125.503757,50.765130,-65.473645
126.278950,50.986254,-66.390727
127.054143,51.156390,-67.695671
127.829336,50.935096,-69.148243
128.604529,50.328435,-70.654346
129.379722,49.853829,-72.032167
130.154915,49.139171,-73.627170
130.930108,48.153261,-74.842878
131.705301,46.767385,-75.817666
132.480494,45.335418,-76.452366
133.255687,43.861257,-76.760834
134.030880,42.614640,-76.994977
134.806073,41.577363,-77.133577
135.581266,40.511075,-77.459939
136.356459,39.149848,-77.806135
137.131652,37.614083,-78.336479
137.906845,36.068228,-78.565123
138.682038,34.651760,-78.816789
139.457231,32.859458,-78.729654
140.232424,31.159666,-78.563573
141.007617,29.382175,-78.195119
141.782810,27.775535,-77.344241
142.558003,26.247357,-76.528254
143.333196,24.973008,-75.350508
144.108389,23.738949,-74.154315
144.883582,22.822195,-72.606233
145.658775,21.955800,-70.912126
146.433968,21.387447,-69.040407
147.209161,21.240889,-67.385528
147.984354,21.216766,-65.670644
148.759547,21.275410,-64.148469
149.534740,21.665687,-62.854416
150.309933,22.165903,-61.772471
151.085126,22.666781,-60.966697
151.860319,23.090642,-60.520572
152.635512,23.498134,-60.161969
153.410705,23.827808,-59.923426
154.185898,24.092160,-59.716119
154.961091,24.220317,-59.668834
155.736284,24.301148,-59.784428
156.511477,24.213634,-59.750081
157.286670,24.027203,-59.651270
158.061863,23.864997,-59.626602
158.837056,23.591282,-59.588490
159.612249,23.269598,-59.647319
160.387442,22.776025,-59.321137
161.162635,22.295699,-59.126405
161.937828,21.856634,-58.855804
162.713021,21.446158,-58.660311
163.488214,21.136231,-58.311363
164.263407,20.632370,-57.926118
165.038600,20.302546,-57.534393
165.813793,19.756687,-57.114012
166.588986,19.462995,-56.662494
167.364179,19.063972,-56.186966
168.139372,18.879784,-55.809242
168.914565,18.346384,-55.388453
169.689758,18.102784,-55.091807
170.464951,17.664803,-54.691582
171.240144,17.414599,-54.297874
172.015337,17.002212,-53.822549
172.790530,16.743011,-53.473020
173.565723,16.426274,-52.895102
174.340916,16.049905,-52.556445
175.116109,15.591489,-52.108573
175.891302,15.245611,-51.794277
176.666495,14.788442,-51.239045
177.441688,14.464415,-50.767835
178.216881,14.160292,-50.101611
178.992074,13.825245,-49.639763
179.767267,18.440514,-53.975857
180.542460,17.727791,-53.588910
181.317653,17.193187,-53.021728
182.092846,16.358984,-52.513328
182.868039,15.864169,-51.916370
183.643232,15.231709,-51.292456
184.418425,14.863090,-50.599136
