"Zplots Generated Data"
"Freq(MHz)","Rs","Xs"
10.000000,90.751208,-426.087733
10.775193,84.886083,-422.919192
11.550386,80.757174,-414.953296
12.325579,76.047847,-406.023290
13.100772,72.542308,-393.022544
13.875965,68.297741,-380.570135
14.651158,64.450577,-366.261356
15.426351,62.615784,-350.952637
16.201544,61.285805,-336.191390
16.976737,59.220479,-322.416915
17.751930,57.984087,-310.056937
18.527123,56.635830,-298.335835
19.302316,55.386962,-287.006633
20.077509,53.413258,-277.828992
20.852702,51.060827,-267.433091
21.627895,47.788991,-257.903413
22.403088,45.304408,-248.817696
23.178281,43.422645,-239.350867
23.953474,41.487631,-230.478826
24.728667,39.680181,-222.085268
25.503860,39.022265,-213.279970
26.279053,37.709414,-206.160307
27.054246,36.637363,-198.699100
27.829439,35.689647,-191.786762
28.604632,35.270800,-185.279650
29.379825,35.058108,-178.763613
30.155018,34.635145,-172.107728
30.930211,34.212773,-166.053478
31.705404,34.114109,-160.117699
32.480597,34.256850,-154.686520
33.255790,34.327612,-148.545444
34.030983,34.640846,-142.747853
34.806176,35.103999,-136.774821
35.581369,36.051918,-131.022451
36.356562,37.751271,-125.063840
37.131755,39.334416,-119.672324
37.906948,41.762396,-114.020814
38.682141,44.036315,-109.187652
39.457334,47.154910,-104.177833
40.232527,49.810088,-99.555880
41.007720,54.073316,-95.010011
41.782913,57.659725,-91.404102
42.558106,63.219183,-88.400924
43.333299,68.038999,-86.366461
44.108492,73.539657,-86.798879
44.883685,77.177732,-87.796588
45.658878,79.731485,-90.586870
46.434071,80.544931,-92.378842
47.209264,79.896112,-94.638546
47.984457,78.907793,-95.668228
48.759650,77.310811,-96.649219
49.534843,75.040488,-96.267184
50.310036,72.664739,-95.210735
51.085229,70.502807,-92.206004
51.860422,69.108197,-88.723821
52.635615,68.723451,-83.208296
53.410808,69.395961,-78.303032
54.186001,73.038544,-72.221211
54.961194,76.909938,-67.396848
55.736387,83.759568,-63.588189
56.511580,95.857593,-64.062582
57.286773,108.845021,-62.705229
58.061966,120.641064,-65.686595
58.837159,132.847513,-74.804838
59.612352,140.790694,-85.999004
60.387545,144.223233,-102.223071
61.162738,142.526992,-116.675531
61.937931,136.377069,-130.039064
62.713124,127.674514,-140.022884
63.488317,117.997530,-147.392970
64.263510,107.777888,-151.600534
65.038703,98.183270,-153.669304
65.813896,89.133796,-153.457044
66.589089,81.297084,-152.005491
67.364282,74.492919,-149.763332
68.139475,69.718132,-146.412488
68.914668,65.102896,-142.430923
69.689861,62.054848,-138.539248
70.465054,59.630478,-134.351488
71.240247,58.786964,-130.766306
72.015440,58.245338,-127.269682
72.790633,58.882298,-125.502498
73.565826,59.406638,-123.714080
74.341019,59.762751,-123.857572
75.116212,60.329511,-123.323687
75.891405,59.875020,-124.932075
76.666598,59.216594,-125.469814
77.441791,57.157970,-126.817903
78.216984,55.271279,-127.710482
78.992177,52.289058,-128.507083
79.767370,49.771959,-128.466722
80.542563,46.628281,-127.893195
81.317756,43.788040,-126.917923
82.092949,41.126975,-125.570106
82.868142,39.041659,-124.527360
83.643335,36.493880,-123.078135
84.418528,34.498127,-121.458793
85.193721,32.163277,-119.535277
85.968914,30.398307,-117.744334
86.744107,28.480757,-115.844106
87.519300,26.614096,-113.879216
88.294493,25.097798,-111.717015
89.069686,23.981464,-109.470478
89.844879,22.764406,-107.151938
90.620072,21.925084,-104.895243
91.395265,21.098458,-102.515814
92.170458,20.502009,-100.168455
92.945651,19.953942,-97.975651
93.720844,19.437652,-95.645271
94.496037,18.960822,-93.431555
95.271230,18.624017,-91.271854
96.046423,18.411550,-89.111605
96.821616,18.305937,-86.981451
97.596809,18.169663,-84.713429
98.372002,18.075663,-82.465299
99.147195,18.197658,-80.052872
99.922388,18.405917,-77.771526
100.697581,18.855140,-75.259023
101.472774,19.243313,-72.987381
102.247967,19.835003,-70.613854
103.023160,20.440940,-68.271281
103.798353,21.228410,-65.983495
104.573546,22.330261,-63.228621
105.348739,23.571582,-60.660691
106.123932,25.274019,-58.010175
106.899125,27.510364,-55.720119
107.674318,30.358333,-53.626430
108.449511,33.774576,-52.319654
109.224704,37.664945,-52.057265
109.999897,41.634099,-52.669451
110.775090,44.871050,-54.951553
111.550283,47.120423,-58.008016
112.325476,48.301641,-61.599587
113.100669,48.249203,-65.066192
113.875862,47.400829,-67.959138
114.651055,46.032733,-70.245946
115.426248,44.274275,-71.655920
116.201441,42.476949,-72.500360
116.976634,40.736953,-72.838393
117.751827,39.095599,-72.547315
118.527020,37.703913,-71.783272
119.302213,36.679377,-70.805388
120.077406,35.906439,-69.403011
120.852599,35.587307,-68.136843
121.627792,35.916103,-66.789675
122.402985,36.372924,-65.787516
123.178178,37.099021,-65.430000
123.953371,37.743255,-65.336749
124.728564,37.891948,-65.673756
125.503757,37.957557,-66.040928
126.278950,37.750280,-66.372135
127.054143,37.450408,-66.677952
127.829336,37.153213,-66.719114
128.604529,36.642699,-66.467704
129.379722,36.614400,-66.077168
130.154915,36.653121,-65.726702
130.930108,37.123272,-65.642504
131.705301,37.334732,-65.793416
132.480494,37.731951,-66.358756
133.255687,37.602485,-67.147880
134.030880,37.438881,-68.137153
134.806073,36.760866,-68.916957
135.581266,36.016798,-69.706389
136.356459,35.110588,-70.386867
137.131652,34.019479,-71.018955
137.906845,32.721392,-71.491649
138.682038,31.486935,-71.768824
139.457231,30.135246,-71.758788
140.232424,28.950229,-71.596477
141.007617,27.623437,-71.323237
141.782810,26.209298,-70.823642
142.558003,25.080783,-70.101582
143.333196,23.941511,-69.197804
144.108389,22.927613,-68.396430
144.883582,21.970886,-67.501093
145.658775,21.150303,-66.492264
146.433968,20.432337,-65.352459
147.209161,19.792165,-64.266455
147.984354,19.145195,-63.088095
148.759547,18.540720,-61.917223
149.534740,18.063229,-60.739462
150.309933,17.790339,-59.537883
151.085126,17.457937,-58.256966
151.860319,17.195848,-56.984391
152.635512,16.946662,-55.761472
153.410705,16.823945,-54.529774
154.185898,16.872428,-53.339759
154.961091,16.953469,-52.276813
155.736284,17.045295,-51.144647
156.511477,17.234128,-50.120707
157.286670,17.453299,-49.113624
158.061863,17.782968,-48.204758
158.837056,18.060369,-47.330252
159.612249,18.411467,-46.469174
160.387442,18.655953,-45.590694
161.162635,19.121532,-44.714521
161.937828,19.582356,-43.927057
162.713021,20.289101,-43.313485
163.488214,20.896124,-42.665702
164.263407,21.708272,-42.322767
165.038600,22.414195,-42.089865
165.813793,23.208894,-42.147274
166.588986,23.824427,-42.188419
167.364179,24.457470,-42.566339
168.139372,25.014821,-42.766230
168.914565,25.238620,-43.477239
169.689758,25.487208,-43.917871
170.464951,25.479311,-44.604892
171.240144,25.653058,-45.111634
172.015337,25.354579,-45.697299
172.790530,25.401069,-46.166280
173.565723,24.929189,-46.626493
174.340916,24.654667,-47.091939
175.116109,24.025631,-47.319986
175.891302,23.607098,-47.760087
176.666495,22.949646,-47.825465
177.441688,22.332743,-48.020750
178.216881,21.679000,-47.935325
178.992074,21.010314,-48.157832
179.767267,20.481894,-47.917828
180.542460,19.725075,-47.908098
181.317653,19.221830,-47.653787
182.092846,18.552865,-47.605723
182.868039,18.093694,-47.214010
183.643232,17.473247,-46.786658
184.418425,17.070741,-46.447402
185.193618,16.482325,-46.005593
185.968811,16.045212,-45.683747
186.744004,15.455027,-45.177321
187.519197,15.005816,-44.617485
188.294390,14.518446,-44.091338
189.069583,14.131868,-43.555328
189.844776,13.734118,-43.050471
190.619969,13.345924,-42.493978
191.395162,12.925088,-41.877990
192.170355,12.622802,-41.378251
192.945548,12.350688,-40.839518
193.720741,12.122136,-40.262949
194.495934,11.943364,-39.713928
195.271127,11.727549,-39.249709
196.046320,11.510972,-38.696181
196.821513,11.260501,-38.151716
197.596706,11.100530,-37.601084
198.371899,10.913508,-37.045157
199.147092,10.877271,-36.565464
199.922285,10.788778,-36.000469
200.697478,10.633423,-35.481210
201.472671,10.542700,-35.002779
202.247864,10.550103,-34.541288
203.023057,10.511249,-34.026728
203.798250,10.478556,-33.592025
204.573443,10.426364,-33.180552
205.348636,10.372949,-32.758893
206.123829,10.354550,-32.272318
206.899022,10.282089,-31.834043
207.674215,10.249267,-31.408058
208.449408,10.257184,-30.964970
209.224601,10.275027,-30.655395
210.000000,10.275027,-30.655395
